Zn yield (g/m2/yr),,,
BAU,MSC,LI,MSC_LI
0.365823862,0.104282982,0.260750532,0.089000122
0.322280263,0.097428778,0.325380689,0.087896881
0.382957269,0.074713821,0.361993927,0.070705942
0.314009677,0.09273115,0.297576856,0.057219493
0.279294368,0.072851862,0.246361035,0.076924745
0.372104569,0.073349808,0.246266735,0.059495979
0.244793852,0.078920297,0.214210549,0.060370279
0.232169159,0.075780957,0.172599759,0.062835416
0.150969988,0.090680598,0.120587675,0.069091977
0.296385166,0.081740738,0.266157733,0.072316168
0.374218944,0.103359123,0.279219677,0.083287837
0.381703956,0.086441398,0.230566668,0.056988079
0.305501951,0.103756719,0.325499833,0.074818707
0.276918099,0.085706569,0.336237036,0.074126386
0.400285137,0.079434043,0.293010002,0.066054395
0.264095623,0.086874515,0.243368013,0.066734233
0.216191884,0.07719092,0.219866948,0.060076552
0.235401147,0.088158329,0.157962473,0.067230486
0.148887508,0.091087155,0.113759551,0.078632296
0.325881511,0.078619274,0.255342456,0.064167085
0.332253227,0.081028351,0.277418578,0.092932492
0.34728201,0.103473368,0.331949884,0.078622039
0.372155052,0.086821296,0.300925939,0.074501812
0.421081586,0.079978341,0.281091981,0.07633015
0.324926394,0.079039094,0.253875938,0.061982691
0.30906134,0.07619539,0.208105661,0.065757749
0.240599242,0.077597757,0.243149971,0.064435305
0.182509963,0.073204694,0.177298954,0.066076552
0.148571195,0.090560713,0.120941985,0.077175894
0.309147863,0.077220317,0.286481447,0.077521468
0.316536015,0.080604927,0.275377465,0.067690188
0.286966388,0.093036828,0.299680305,0.073974786
0.390341227,0.080319653,0.333776789,0.06221665
0.364603527,0.077909954,0.360613062,0.079908356
0.408392581,0.077566884,0.257194254,0.063387654
0.379449338,0.069165782,0.260908086,0.063255285
0.241812341,0.079176399,0.204403381,0.062966478
0.215861487,0.070029177,0.145353544,0.068921566
0.165318694,0.089889443,0.107379323,0.074185158
0.28757057,0.076065876,0.294886348,0.065647944
0.359703248,0.103090914,0.286318151,0.102141279
0.389572302,0.081560626,0.327913538,0.066323369
0.380674075,0.095988971,0.395484647,0.07609309
0.356969072,0.081078776,0.334378702,0.064808977
0.352014014,0.070862713,0.325633808,0.069730304
0.326701888,0.075428538,0.242270301,0.059561338
0.247986568,0.084313619,0.21851415,0.061798111
0.191446811,0.086245732,0.204990216,0.069802385
0.144303164,0.091321317,0.12231101,0.07650577
0.351043338,0.078895169,0.2896577,0.062242878
0.277323695,0.08427913,0.274850827,0.089577352
0.428411453,0.076473397,0.313033414,0.075550535
0.315698177,0.106895924,0.336868843,0.084008838
0.380114768,0.07962135,0.290278659,0.069125969
0.399552285,0.077980408,0.263574742,0.061960222
0.273860108,0.076946702,0.208915714,0.059291199
0.243936865,0.076198896,0.231848398,0.069228581
0.232507414,0.074180016,0.17230451,0.068567766
0.14711539,0.093982777,0.120759533,0.078275307
0.293141011,0.076112273,0.297614247,0.068041868
0.330599968,0.103611712,0.308055883,0.091282872
0.350557955,0.081207844,0.256518753,0.086832003
0.404905675,0.092322426,0.37619644,0.093144559
0.423324007,0.084879338,0.261667129,0.073988791
0.323721753,0.072354382,0.326247128,0.068420158
0.28521498,0.074958899,0.22927142,0.059105347
0.278600812,0.085386742,0.150068452,0.056544199
0.210071518,0.068619822,0.181214779,0.065640314
0.135514672,0.091406668,0.109592522,0.075351627
0.32473894,0.07404008,0.258024897,0.063212854
0.396708342,0.103014038,0.265575407,0.067739374
0.33593109,0.085356645,0.270378306,0.066959234
0.392840594,0.100399837,0.338513068,0.078717798
0.315446588,0.081270069,0.342891468,0.065391419
0.359765891,0.087043297,0.255572677,0.071233013
0.301639839,0.073440511,0.236348229,0.066117147
0.290848342,0.078837588,0.22234775,0.072798005
0.20631552,0.066432105,0.166627453,0.0546008
0.150771155,0.094238541,0.124073057,0.073122849
0.380072674,0.072713244,0.268055137,0.06497907
0.269299729,0.09791079,0.291668089,0.078024634
0.341385566,0.085979228,0.298721912,0.082741491
0.413762868,0.076251515,0.333558541,0.084343796
0.368056003,0.089556249,0.357923934,0.071734067
0.357770904,0.079573361,0.263346457,0.062215379
0.279761675,0.078374136,0.301669708,0.066545121
0.276620898,0.078992238,0.180823108,0.067396651
0.198283608,0.074721592,0.1893755,0.069875247
0.155224836,0.087485587,0.12293612,0.075189953
0.373943249,0.066288822,0.25666762,0.072390678
0.309144174,0.079732783,0.336495969,0.084039645
0.387705107,0.082392969,0.264613619,0.074881209
0.492818556,0.09290406,0.399126893,0.075106408
0.304205987,0.088798065,0.269147929,0.073309307
0.372787601,0.081703155,0.294760828,0.078822489
0.347658076,0.074076386,0.245963354,0.063041298
0.236051867,0.082127679,0.152040229,0.069300844
0.193477902,0.072313157,0.164213239,0.063126655
0.149976433,0.095646978,0.120738029,0.074903621
0.320123291,0.077059499,0.253947879,0.057155323
